text,date,user,sentiment,query,true_label,predicted_label,confidence,is_correct,true_label_name,predicted_label_name
shut up no seriouslyi said justin who is jj so i didnt really repeat lolso i called himthanks for understanding,Sun Jun 07 11:00:40 PDT 2009,JBnVFCLover786,2,NO_QUERY,2,2,0.5105777,1,positive,positive
butthead choco truffles chinas chocolates have been crappy so far or way too overpriced for the best ones shaaat,Sat May 30 08:36:46 PDT 2009,starkc,0,NO_QUERY,0,0,0.75721973,1,negative,negative
lol i was wondering if you were watching too,Mon Jun 01 21:53:45 PDT 2009,joannaoh,2,NO_QUERY,2,2,0.7551493,1,positive,positive
eh ill be a bit lateish can you send our surveys for printing copies,Wed Jun 03 00:21:40 PDT 2009,kiryne,2,NO_QUERY,2,2,0.6774885,1,positive,positive
yea but we lost the game last night,Thu Jun 18 09:48:51 PDT 2009,garyladhar,0,NO_QUERY,0,0,0.82657313,1,negative,negative
ah i woke up with a pain in my knee will i over be able play the piano again,Mon May 11 23:17:40 PDT 2009,elmobytes,0,NO_QUERY,0,0,0.8597748,1,negative,negative
yay jonas comes out may ahhh im so xcited,Sat Apr 18 22:37:45 PDT 2009,corina6941,2,NO_QUERY,2,2,0.7972397,1,positive,positive
youre coloring your hair pinkor did you just want to know what you were doing wrong with your application,Sat Jun 06 23:45:41 PDT 2009,tobint,2,NO_QUERY,2,2,0.60811144,1,positive,positive
im surprised you didnt find my post to be sarcastic im with you i didnt take it the wrong way quotshaaaaaaaawdyquot,Sat May 30 16:22:18 PDT 2009,KidCalloway,2,NO_QUERY,2,2,0.5909273,1,positive,positive
twitter is addicting tho xx,Sun May 31 02:42:38 PDT 2009,Rebekah_McFly,2,NO_QUERY,2,2,0.6870464,1,positive,positive
i hope its not me,Fri Jun 05 19:07:03 PDT 2009,MsAmeliaBadila,0,NO_QUERY,0,0,0.88562095,1,negative,negative
i couldnt comment yesterday,Thu Jun 18 09:52:22 PDT 2009,visheshunni,0,NO_QUERY,0,0,0.6323544,1,negative,negative
omgosh davids in the trending topics now,Wed May 13 23:21:23 PDT 2009,CandiceKei,2,NO_QUERY,2,2,0.85230166,1,positive,positive
dw bub i had the shittest night at work it was cause i wasnt there you would of been awesome love xoxo lt,Mon Apr 20 04:54:29 PDT 2009,torilovesbradie,0,NO_QUERY,0,0,0.590052,1,negative,negative
up reaaally sunny day activities week this week today were going to lock mick xx,Sun May 31 23:17:20 PDT 2009,Kelly_McFLY33,2,NO_QUERY,2,2,0.8156168,1,positive,positive
to him have you forgotten me after not talking for almost a month,Mon Jun 15 05:20:12 PDT 2009,lmk,0,NO_QUERY,0,0,0.8137102,1,negative,negative
iphone is the best phone had all of them also sorry,Mon May 11 22:16:53 PDT 2009,screamyel,0,NO_QUERY,0,0,0.7029769,1,negative,negative
as with any doc your copay for me depends on your deductible,Sat May 16 22:15:07 PDT 2009,doctorious,2,NO_QUERY,2,2,0.8282317,1,positive,positive
gossip girl tonight,Mon Jun 01 23:38:34 PDT 2009,Staceeeeey,2,NO_QUERY,2,2,0.8820739,1,positive,positive
mite have the flu watching snl on e entertainment,Sat Apr 18 22:02:22 PDT 2009,GiiNADiiNAx319,0,NO_QUERY,0,0,0.88843966,1,negative,negative
unusual maybe but not narcissistic at all,Sat May 30 03:59:55 PDT 2009,planetchuckie,2,NO_QUERY,2,2,0.6256493,1,positive,positive
not from where i am sat in a datacentre in greenford there not more nora batties stockings from the cleaner,Tue Jun 02 05:53:51 PDT 2009,drjedgar,0,NO_QUERY,0,0,0.67330235,1,negative,negative
got a paper cut from a piece of cardboard and it stings like hell,Sun May 03 03:59:18 PDT 2009,natashasaurus,0,NO_QUERY,0,0,0.8821191,1,negative,negative
my ears are ringing im so tired but i dont wanna sleep tonight was fun had a good time,Sat May 30 07:02:19 PDT 2009,SQUASCHOOM,0,NO_QUERY,0,0,0.5174274,1,negative,negative
well im off to cleanyep it never ends tweet soon,Sun May 31 17:44:22 PDT 2009,Gemleo25,2,NO_QUERY,2,2,0.79061,1,positive,positive
off to the grocery store no more veggies at home,Fri May 22 05:29:33 PDT 2009,Ania2386,0,NO_QUERY,0,0,0.87039423,1,negative,negative
oooh he he idk omg im gonna end up going to britney alone,Wed Jun 17 19:52:09 PDT 2009,JoshuaDG,0,NO_QUERY,0,0,0.7598797,1,negative,negative
h que preguia vou ver the lost world bjs quero ver fastlane poa,Mon Jun 15 10:57:25 PDT 2009,geehx3,0,NO_QUERY,0,0,0.64553314,1,negative,negative
so i dont work saturdays and i still got up at got ready for work almost walked out the door before i realized its saturday,Sat Jun 20 06:52:10 PDT 2009,bunkinator,0,NO_QUERY,0,0,0.7907847,1,negative,negative
he replied to meeee this morning,Sat May 02 02:01:25 PDT 2009,EPMorgan,2,NO_QUERY,2,2,0.75418824,1,positive,positive
jus left the movieshangover wasnt that funnymayb not in a laughing mood got my heart broke today again lol no luck,Wed Jun 24 21:47:06 PDT 2009,got_manda,0,NO_QUERY,0,0,0.89979357,1,negative,negative
if anyone is looking for a good place to give your old computers to i know just the person,Mon Jun 15 20:44:58 PDT 2009,jveldboom,2,NO_QUERY,2,2,0.85425806,1,positive,positive
aww my phone buddy went to bed early,Tue May 26 21:31:15 PDT 2009,LLL1586,0,NO_QUERY,0,0,0.8791888,1,negative,negative
see its cause you cut your hair youre like the antisamson,Tue Apr 21 00:20:49 PDT 2009,riggledo,2,NO_QUERY,2,2,0.7003026,1,positive,positive
but its another beautiful day here in europe you have to make the most of it rock the house again tonight,Tue Jun 02 00:58:16 PDT 2009,missjpotter,2,NO_QUERY,2,2,0.8114395,1,positive,positive
i just made biscuits but i doubled the recipe and they came out weird,Tue Jun 23 14:55:19 PDT 2009,clairerocks,0,NO_QUERY,0,0,0.57127756,1,negative,negative
anyone want to hang out with me at the table this saturday at the ws farmers market from ampm i be lonely if not,Thu Jun 18 09:40:48 PDT 2009,urtherevolution,0,NO_QUERY,0,0,0.7791771,1,negative,negative
hey peter sorry to ask but have you spoken to rpattz today i was wondering if he was ok bc he was almost run over xxx,Fri Jun 19 09:54:51 PDT 2009,DJMaroona,0,NO_QUERY,0,0,0.591997,1,negative,negative
i am jessei amim thinkin i might have to try to get a follower on the friendfeed acct i opened the other day,Fri Jun 05 19:34:04 PDT 2009,heykim,2,NO_QUERY,2,2,0.7113732,1,positive,positive
looks like someone made a mistake while registering customer care can help straighten this out,Tue Jun 23 08:31:12 PDT 2009,eHarmony_jack,0,NO_QUERY,0,0,0.55337834,1,negative,negative
just woke up,Sun Jun 07 07:13:35 PDT 2009,anyn16,2,NO_QUERY,2,2,0.8749279,1,positive,positive
im mad you have to pay to get your number changed,Sun Apr 19 06:42:02 PDT 2009,ahmier,0,NO_QUERY,0,0,0.89259255,1,negative,negative
im outta tha shower but i cant be botherd getting ready the shower made me more tired baah,Sat Jun 20 08:50:44 PDT 2009,samboothey,0,NO_QUERY,0,0,0.5994662,1,negative,negative
yep jon is infamous doing really cool stuff there,Sat May 30 20:45:01 PDT 2009,zbowling,2,NO_QUERY,2,2,0.86800104,1,positive,positive
shitttttty weather in sofla,Sat Jun 06 11:04:16 PDT 2009,CaroKucz,0,NO_QUERY,0,0,0.8551318,1,negative,negative
not much of a weekend busy with the short course i want days off dang it,Sun May 31 18:00:22 PDT 2009,mookiy,0,NO_QUERY,0,0,0.7495107,1,negative,negative
the world just disappear when youre here its like zero gravity i danced like crazy whaha they also hugged each other a,Sat May 16 22:44:59 PDT 2009,sharylsy18,2,NO_QUERY,2,2,0.6985838,1,positive,positive
sighs my child could care less about talking to me on the phone its too much excitement amp fun at daddys house,Mon Jun 15 16:01:16 PDT 2009,jennsplace,0,NO_QUERY,0,0,0.7186362,1,negative,negative
its a test for this company im applying to enjoy tagaytay,Fri May 29 00:07:44 PDT 2009,hotnizz,2,NO_QUERY,2,2,0.8915245,1,positive,positive
avoiding writing the english speech is fun too s,Sat May 16 22:20:17 PDT 2009,gabanti,2,NO_QUERY,2,2,0.7558414,1,positive,positive
got soaked through in the bloody rain not good in pjs at pm now tht is good lol,Thu Jun 18 07:56:06 PDT 2009,VodkaChik,0,NO_QUERY,0,0,0.83511215,1,negative,negative
in tacoma the weather sucks was supposed to go to wild waves,Sat Jun 06 12:06:44 PDT 2009,MsNishiaG,0,NO_QUERY,0,0,0.88378257,1,negative,negative
bugger somewhere on my travels ive lost my flip mino had some good footage of rico tubbs on there ah well best get saving for anot,Sun May 31 02:53:11 PDT 2009,MetroBoy,0,NO_QUERY,0,0,0.58986807,1,negative,negative
im surprisingly ok aside from the hour hole in my memory you up to any adventures today apprentice tonight,Sun Jun 07 06:25:04 PDT 2009,thatpenguin,2,NO_QUERY,2,2,0.8684215,1,positive,positive
we can bring a blanket and just lay in the park and look at the fountain and this and that go to the other park too,Sat Apr 18 22:27:24 PDT 2009,enragedbeauty,2,NO_QUERY,2,2,0.8919593,1,positive,positive
wheee attending another party casa kemang with et les autres gars,Sat May 30 08:27:17 PDT 2009,odayski,2,NO_QUERY,2,2,0.8621805,1,positive,positive
but on the other handkurupt and dj quik got the wweessttt rockin yee,Fri Jun 05 21:48:27 PDT 2009,ashmytash,2,NO_QUERY,2,2,0.82652766,1,positive,positive
me cause i always fear the police are after me again,Sat May 16 19:33:27 PDT 2009,tmlong1,0,NO_QUERY,0,0,0.8432862,1,negative,negative
debstom replied too me yesterdayyou have no idea how happy he has made me xd xd lol xx,Sun Jun 07 12:48:36 PDT 2009,DonnaJonesMcfly,2,NO_QUERY,2,2,0.73986423,1,positive,positive
you suuuckk anyways howd you get that hook me uuppp idk about jersey though,Fri Jun 05 08:56:10 PDT 2009,TheNotoriousJEN,2,NO_QUERY,2,2,0.691145,1,positive,positive
relay for life tonight,Fri May 29 14:18:13 PDT 2009,monister,2,NO_QUERY,2,2,0.89684767,1,positive,positive
haha i was there last week the lampshades are impressive granted but i was superimpressed with the canteencafe,Mon May 18 06:28:45 PDT 2009,smimarchie,2,NO_QUERY,2,2,0.75974077,1,positive,positive
is working and super excited to get off work and chillax watch some weeds and eat some za,Fri Jun 05 12:20:16 PDT 2009,AmandaLTouch,2,NO_QUERY,2,2,0.6063842,1,positive,positive
wait what i dont like green tea fraps,Sun May 10 06:53:57 PDT 2009,shainalynn,0,NO_QUERY,0,0,0.77209693,1,negative,negative
thats what we like to hear forget washing the dirty laundry lets just air it in public instead mmmm,Wed Jun 03 02:56:49 PDT 2009,secret_thoughts,2,NO_QUERY,2,2,0.6718694,1,positive,positive
tired after my very first time softball sparing in solo partha won yeay,Sun May 31 06:03:26 PDT 2009,bonscha,2,NO_QUERY,2,2,0.7967924,1,positive,positive
well i actually do like this twitter thing ive been following some people it makes me feel closer to them in a way,Sun May 31 14:41:25 PDT 2009,joeldmz_87,2,NO_QUERY,2,2,0.84770936,1,positive,positive
grad school vs wife amp dog id choose more grad school anyday v doesnt read twitter so i can say this safely,Fri May 29 08:38:02 PDT 2009,parags,2,NO_QUERY,2,2,0.5531125,1,positive,positive
letting it gobreathe lt expects exodus of fpmt followersdats cool,Mon Jun 01 23:34:25 PDT 2009,thubtenyeshe,2,NO_QUERY,2,2,0.5969981,1,positive,positive
i fucking love eunice tan,Sat May 16 19:18:35 PDT 2009,bby_maggie,2,NO_QUERY,2,2,0.7253269,1,positive,positive
oo yeah i cant go out this friday my sister is sleeping over,Thu Jun 25 08:14:15 PDT 2009,Eanhgel,0,NO_QUERY,0,0,0.89209783,1,negative,negative
lol not a chancethats what keeps me sane well kinda esp when i get to do all at once hope ur havin a nice afternoon,Thu May 14 05:37:53 PDT 2009,VioletsCRUK,2,NO_QUERY,2,2,0.7493184,1,positive,positive
off to the welder i love when i get to leave workeven if its work related,Fri May 22 06:31:25 PDT 2009,Beana,2,NO_QUERY,2,2,0.52484655,1,positive,positive
dude what did you do that looks nasty,Fri Jun 19 11:52:28 PDT 2009,wildkitty,0,NO_QUERY,0,0,0.8519147,1,negative,negative
im loving this weather i dont think i ever remember a stretch this long wo clouds or rain love it,Sat May 30 22:31:23 PDT 2009,rochtrev,2,NO_QUERY,2,2,0.7420115,1,positive,positive
im so glad for u but im also very jealous hahah aww i wish i was there u guys have fun k take pics n vids better miss me,Sun May 03 05:47:55 PDT 2009,Anne_A4L,0,NO_QUERY,0,0,0.8240726,1,negative,negative
phew thats good least its no longer midnight dark,Tue Jun 16 05:08:17 PDT 2009,talkingtostars,2,NO_QUERY,2,2,0.6170584,1,positive,positive
saloongtstar trek go where every man goes and then boldly go where no man has gone before star trek is on my must see list,Sat Jun 06 05:59:01 PDT 2009,knowsnotmuch,2,NO_QUERY,2,2,0.73027533,1,positive,positive
had a great morning at church and now on to laundry and packing for the camping trip and the subsequent trip all over indiana amp chicago,Sun Jun 07 11:04:37 PDT 2009,jmelynne422,2,NO_QUERY,2,2,0.8338559,1,positive,positive
up and having trouble falling asleep,Sun May 03 01:45:54 PDT 2009,babyday,0,NO_QUERY,0,0,0.6958073,1,negative,negative
watching quotcaregiverquot amp crying like hell its a great film i love filipino movies,Mon Jun 01 04:13:49 PDT 2009,bwness,2,NO_QUERY,2,2,0.81385803,1,positive,positive
trueee that my head hurts fuuuuhhhhhh,Fri May 22 07:21:07 PDT 2009,joeysikes,0,NO_QUERY,0,0,0.87567174,1,negative,negative
aha good point now i feel better,Sat May 30 19:46:29 PDT 2009,cliffysmom,2,NO_QUERY,2,2,0.8724535,1,positive,positive
and shes just plain ungly so is rob and taylor lautner is hothothothot xd quotjake runquot yeah run change into werewolf yay p,Mon Jun 01 01:20:01 PDT 2009,Kimmy_Cheyenne,2,NO_QUERY,2,2,0.8017651,1,positive,positive
my mouth tastes like pennies,Mon Jun 01 08:43:04 PDT 2009,juwho,0,NO_QUERY,0,0,0.88990647,1,negative,negative
you have more self control than i do damn this band for meaning so much to us hugs,Sun Jun 14 23:15:34 PDT 2009,Killaya,0,NO_QUERY,0,0,0.7349763,1,negative,negative
i know haah twitter is a soo hyped up now but its all goooddie good,Sun Jun 07 01:45:48 PDT 2009,dougEfresh415,2,NO_QUERY,2,2,0.89099145,1,positive,positive
i am alive my internet seems to be much better still cant load youtube videos lets see how long it lasts,Sat May 02 05:31:57 PDT 2009,jamesthird,0,NO_QUERY,0,0,0.53743494,1,negative,negative
were in stockholm tuesfriday tues was cheaper to fly i guess tho its still krone then back to oslo ask beate,Mon Jun 01 13:21:48 PDT 2009,KateSees,0,NO_QUERY,0,0,0.5549792,1,negative,negative
gonna make it hot at ice tnight yo duck in the trunk threepeat,Sat May 16 21:50:08 PDT 2009,itbemecece,2,NO_QUERY,2,2,0.8538793,1,positive,positive
todays line up more work on os bluetooth app a brief stint with uniservity and if i get time some cs tutorials busy bank holiday,Mon May 04 00:42:03 PDT 2009,karl_goddard,2,NO_QUERY,2,2,0.7206758,1,positive,positive
agreed,Thu May 28 22:00:21 PDT 2009,aurihunter,2,NO_QUERY,2,2,0.7267261,1,positive,positive
planning for an overnight camp this weekend havent figured out where,Tue Jun 02 02:59:42 PDT 2009,lasiaf,0,NO_QUERY,0,0,0.6080181,1,negative,negative
just woke up lets text for plans twjd,Sat May 30 08:01:15 PDT 2009,juneperalta,2,NO_QUERY,2,2,0.89326596,1,positive,positive
i just want to have fun,Fri May 29 19:25:05 PDT 2009,x5ayres5x,0,NO_QUERY,0,0,0.6839764,1,negative,negative
the report on a new pc i promised i would publish,Fri Jun 05 17:19:35 PDT 2009,Emu76,2,NO_QUERY,2,2,0.770073,1,positive,positive
are you asking me this,Sat Apr 18 22:07:08 PDT 2009,WuChann,2,NO_QUERY,2,2,0.6899677,1,positive,positive
ah ok then im fine i thought some special trouble for you just less than weeks and party in stralsund cant wait,Fri May 29 14:47:01 PDT 2009,Sildar22,2,NO_QUERY,2,2,0.76498157,1,positive,positive
my elf hunter borowen just hit the one gold markshes lvl lotro via,Sun Jun 14 23:11:54 PDT 2009,Achmahim,2,NO_QUERY,2,2,0.81583834,1,positive,positive
oh no you ok,Wed Jun 17 12:42:28 PDT 2009,NuyoRiquena,0,NO_QUERY,0,0,0.7926887,1,negative,negative
i need some hot sauce this spagettiwho n ypsi im desperate,Sun May 31 18:44:06 PDT 2009,PinkPanniez,0,NO_QUERY,0,0,0.8762999,1,negative,negative
uhhhh this sux,Tue May 26 21:08:41 PDT 2009,AmanduhPleez,0,NO_QUERY,0,0,0.55904126,1,negative,negative
why must i always fall for da small boys,Mon Jun 15 22:41:07 PDT 2009,cwisteen,0,NO_QUERY,0,0,0.8157158,1,negative,negative
that goose bento in that article is pretty impressive though not as impressive as your stuff imo,Sun May 17 09:47:42 PDT 2009,JofArnold,2,NO_QUERY,2,2,0.5851886,1,positive,positive
it was or texted but she was watching tivo so it was too late to tell you too i caught the am,Sat May 02 07:38:02 PDT 2009,KimWood,0,NO_QUERY,0,0,0.76294017,1,negative,negative
so it smells weird in my room and i gots the hickups,Tue Jun 02 22:28:15 PDT 2009,BrianaNicole22,0,NO_QUERY,0,0,0.7351688,1,negative,negative
wants freddie to come and see her,Tue Jun 16 04:03:27 PDT 2009,lowennn,0,NO_QUERY,0,0,0.70064586,1,negative,negative
i sincerely miss hearing you in the mornings joe spankbank,Thu May 14 07:58:31 PDT 2009,jdnunnery,0,NO_QUERY,0,0,0.8445513,1,negative,negative
lol i know i made the mistake of sleeping when i got home,Sat May 09 19:14:23 PDT 2009,Shutterbugiz,0,NO_QUERY,0,0,0.60665584,1,negative,negative
just got a couple cute dresses now i just need somewhere to wear them,Fri Jun 05 16:26:28 PDT 2009,jbev,2,NO_QUERY,2,2,0.75370616,1,positive,positive
most recent two posts on my twitter homepage quotthese socks are depressingquot then quottwo killed in freeway crashquot,Mon Jun 15 17:09:10 PDT 2009,KatSanchez,0,NO_QUERY,0,0,0.82910705,1,negative,negative
your welcome and that sucks that it wont show up on ur sidekick get to a comp quick lol,Tue Jun 16 09:32:59 PDT 2009,LoveMeStupid,0,NO_QUERY,0,0,0.7603573,1,negative,negative
so sorry sorry sorry i love you and youre my unique best friend cause youre always with me i lov e you i love u,Fri Jun 19 19:52:35 PDT 2009,the_PatrickStar,0,NO_QUERY,0,0,0.6886202,1,negative,negative
such a long day i had or shots of tequila amp a few beers but i couldnt get drunk what if ive built an immunity for alcohol oh no,Sun May 10 00:54:24 PDT 2009,dezzy1921,0,NO_QUERY,0,0,0.834186,1,negative,negative
i enjoyed luminato on saturday although the cirque du soleil show was crazy packed and i couldnt see a thing,Tue Jun 16 04:22:19 PDT 2009,jasperstudios,0,NO_QUERY,0,0,0.8084702,1,negative,negative
