text,date,user,sentiment,query,uncertainty_baseline,uncertainty_sngp
i miss him soooo much not gonna see him for months,Fri May 29 17:26:51 PDT 2009,Taelahf,0,NO_QUERY,0.052910816,0.120854236
sweet new episode of cagcast thnx cheapy,Mon Apr 06 22:53:23 PDT 2009,prasannathani,2,NO_QUERY,0.027273685,0.10334636
is upset that nadal is out of the french open,Sun May 31 12:43:36 PDT 2009,Cristi_v,0,NO_QUERY,0.056504898,0.15151249
you now have os to choose from check your email,Mon May 11 22:08:27 PDT 2009,donnied4me,2,NO_QUERY,0.065633446,0.15069509
happy birtheday to your dad,Thu May 14 04:47:46 PDT 2009,Riki_Merav,2,NO_QUERY,0.044290945,0.12774251
the video of you singing mercy on me during cr was amazing,Sun May 31 00:06:12 PDT 2009,jonaslovato,2,NO_QUERY,0.06735248,0.18901949
funny night with lais love her more,Sat May 30 22:31:37 PDT 2009,courtney_bloch,2,NO_QUERY,0.06634803,0.21180937
supertack fr lnken evernoted,Thu May 14 04:57:42 PDT 2009,skathi,2,NO_QUERY,0.08855959,0.32341123
no today is just a shitty day and no sun,Sun Jun 07 15:56:32 PDT 2009,stimi,0,NO_QUERY,0.07728793,0.16133982
hey rove can you mention me on the show just please say dylan johnston says hi from twitter thanks if you do,Sun May 31 04:12:30 PDT 2009,Poifora,2,NO_QUERY,0.058170944,0.10844733
watching walle,Wed Jun 03 08:59:58 PDT 2009,lelypsc,2,NO_QUERY,0.06721566,0.16399972
heartbroken pt got money and went back to goodwill and it was gone,Tue Jun 02 13:51:36 PDT 2009,shelbyrude,0,NO_QUERY,0.09881641,0.20608407
finally tweeting using tweetdeck,Mon Jun 15 01:24:58 PDT 2009,voguechic,2,NO_QUERY,0.07392951,0.10873443
working the wheather is terribly humid and i have a headache i had to turn off the lights,Fri May 22 06:06:01 PDT 2009,margotlorena,0,NO_QUERY,0.07598718,0.11790496
yay its my bday tomorroww d wooo so excited,Sun May 17 04:16:14 PDT 2009,shezbabee,2,NO_QUERY,0.038136184,0.17316389
whens the next time the tigers play i lost my schedule,Mon Jun 15 21:16:13 PDT 2009,Every1LuvzAngie,0,NO_QUERY,0.06300047,0.1318017
watching slaughtered im scared,Sat Apr 18 22:31:10 PDT 2009,Jalin_Gordon,0,NO_QUERY,0.09612935,0.2230755
cant wait to see you rockness should be amazing,Sat May 02 10:03:08 PDT 2009,AlanG123,2,NO_QUERY,0.042549655,0.106809944
woot,Sun May 10 01:12:09 PDT 2009,merakicore,2,NO_QUERY,0.05721704,0.3801463
eating icecream,Sun Jun 07 07:17:40 PDT 2009,sweetmetalhead,2,NO_QUERY,0.07881703,0.18185303
thats so crappy,Sat Jun 20 09:09:22 PDT 2009,czufelt,0,NO_QUERY,0.063880146,0.15835355
home sick cant teach today,Sat May 30 07:09:47 PDT 2009,NVandal,0,NO_QUERY,0.0593301,0.10096236
i cant wait until our little shopping trip,Sun May 31 16:26:02 PDT 2009,meaganjulie,2,NO_QUERY,0.048482567,0.17905825
my chocolate is frozen,Mon Jun 01 23:39:01 PDT 2009,vietdoll,0,NO_QUERY,0.07872368,0.47594672
hi lor the point is to talk or share weird or interesting things it could be about you or others also to stay in contact with friends,Sat May 30 07:01:08 PDT 2009,IBSacres,2,NO_QUERY,0.06556866,0.17831548
sunny sundays are the best,Sun May 31 10:27:50 PDT 2009,TracyAnne123,2,NO_QUERY,0.045204554,0.16725929
back from the moose game yay shhh damn the red wings lost,Tue Jun 02 20:52:44 PDT 2009,vanillajayne,0,NO_QUERY,0.094925225,0.2404271
so are you your art is phenomenal as well it is an honor that you wanted me to do your precious emily,Tue Jun 16 06:18:33 PDT 2009,callmaggie,2,NO_QUERY,0.059551094,0.19777389
really crappy week i dont wanna say goodbye,Fri Jun 19 17:22:29 PDT 2009,delanarae,0,NO_QUERY,0.049365945,0.17669511
get followers a day using once you add everyone you are on the train or pay vip,Mon Jun 15 14:14:57 PDT 2009,tweeteradder18,2,NO_QUERY,0.043460153,0.10570659
gooood morning,Mon Apr 20 05:14:16 PDT 2009,chaoticdream,2,NO_QUERY,0.04643251,0.19505794
i cant figure out how to get to the chat,Sat Jun 06 11:22:13 PDT 2009,DisneyLover0,0,NO_QUERY,0.060591698,0.1052102
two thumbs up stifle,Mon Jun 01 05:30:17 PDT 2009,Frank_Lambert,2,NO_QUERY,0.09814813,0.32265553
had so much fun with my band its so cool,Mon Jun 01 08:02:42 PDT 2009,A_wiEberS,2,NO_QUERY,0.03178052,0.15173185
going to a graduation makes me sad idk why lol and it feels like just a couple of months ago,Sat Jun 06 17:35:24 PDT 2009,Aztecbeast,0,NO_QUERY,0.06279436,0.13417943
achoooo bless you xo,Sat May 02 00:30:47 PDT 2009,xxlindi,2,NO_QUERY,0.056527134,0.21367729
oooooo nice reminder about the farmers market amazing local produce here i come,Sat May 02 08:23:20 PDT 2009,MoCheeks,2,NO_QUERY,0.03250963,0.17540222
ugh not i i wish i did,Fri May 01 23:51:23 PDT 2009,QueenOfKnights,0,NO_QUERY,0.0986483,0.10763588
done with sunday school had a lot of fun,Sun May 03 09:11:54 PDT 2009,kristinlynna,2,NO_QUERY,0.051270258,0.25475
gnight,Sun May 31 14:47:18 PDT 2009,marvlove,2,NO_QUERY,0.07767607,0.455468
is completely in love with her australian princejacob,Sat May 16 19:39:01 PDT 2009,lovestosing09,2,NO_QUERY,0.06251405,0.22336788
going to breezy for diannas birthday celebrations,Fri May 29 18:21:50 PDT 2009,chelsdwyer,2,NO_QUERY,0.040861607,0.15186296
achievement grabbing on banjo amp kazooie nuts and bolts so far so good,Mon Jun 15 14:06:50 PDT 2009,DavidMee94,2,NO_QUERY,0.03743723,0.12624204
miles later and i finally got to my destination i love oceanside,Fri May 01 23:00:35 PDT 2009,jjuarez1982,2,NO_QUERY,0.05046238,0.20137395
i really have to take some meds to sleep i am so fuckin tired,Wed Jun 03 01:11:03 PDT 2009,eliseisnottaken,0,NO_QUERY,0.080501676,0.1442138
aww all time lows concert is today so depresssed in hr and a half starts at pm cryin,Fri Jun 05 18:09:14 PDT 2009,MAGGIECHICKEN,0,NO_QUERY,0.095027894,0.21977068
thanks chris that means a lot,Mon Jun 15 18:42:04 PDT 2009,hersheysweet,2,NO_QUERY,0.039746884,0.1737436
working on the new logo and watchin tv on the new quot,Sun May 17 18:44:30 PDT 2009,rob_45degrees,2,NO_QUERY,0.059172984,0.16618076
is bugged to death,Wed Jun 03 03:53:26 PDT 2009,ArchithV,0,NO_QUERY,0.08822754,0.13601921
back at homes hmm i rly am going to miss my boo for days like wtf,Fri May 29 12:39:22 PDT 2009,Qstarrr,0,NO_QUERY,0.05073515,0.18951023
ive lost so much already and just when i become happy again i lose a whole lot more my family is being torn apart,Thu Jun 25 03:05:29 PDT 2009,koala94,0,NO_QUERY,0.09297314,0.208279
ouch im sorry buddy,Fri May 22 08:35:05 PDT 2009,caseydukes,0,NO_QUERY,0.03729352,0.112640716
pmsl thats so funny youre such a nut,Sat May 30 03:31:48 PDT 2009,CateP36,2,NO_QUERY,0.07404768,0.21008646
get followers a day using once you add everyone you are on the train or pay vip,Mon Jun 15 15:38:35 PDT 2009,tweeteradder13,2,NO_QUERY,0.043460153,0.10570659
mmm dairy queen,Sat May 30 18:34:33 PDT 2009,Chelsea_Reilly1,2,NO_QUERY,0.09432739,0.34430414
today ive got some sad news about people i like,Mon Jun 22 12:10:20 PDT 2009,Jnalima,0,NO_QUERY,0.07540873,0.17154577
heard it was ur bdayso happy birthday billy,Mon Jun 15 09:50:11 PDT 2009,TreylinRae,2,NO_QUERY,0.045241926,0.15568197
ouch,Sat May 30 22:12:57 PDT 2009,toxicxfemme,0,NO_QUERY,0.037419863,0.1605902
omg thats awesome goood luck u can meet caaute calgary boys buying themselves clothes and tell them all about me lol,Mon Jun 15 09:48:18 PDT 2009,nairyd,2,NO_QUERY,0.060604118,0.16612335
no orange phone since swapping to the iphone,Mon May 18 07:10:35 PDT 2009,lucykjohnstone,0,NO_QUERY,0.088279806,0.3399378
its so sad to see just an empty square where you once were,Mon Jun 01 17:08:05 PDT 2009,candita,0,NO_QUERY,0.040339824,0.10860331
at home watching tv,Sun May 31 06:09:34 PDT 2009,marisa_14,2,NO_QUERY,0.08124914,0.17563002
i am so excited for next tuesday,Sun Jun 07 16:58:41 PDT 2009,jessicajonassss,2,NO_QUERY,0.040953584,0.12023646
have an awesome time today of ur party sorry i cant make it,Sat Jun 20 17:23:32 PDT 2009,VaLentin7,0,NO_QUERY,0.09919743,0.19526452
im so sorry for your loss xoxo,Thu Jun 25 10:21:56 PDT 2009,McShellyShell,0,NO_QUERY,0.06662957,0.17492904
win some jijikiki jewellery here,Sun May 03 04:53:15 PDT 2009,paranoia_suxx,2,NO_QUERY,0.062423866,0.14293978
the sing store wont work,Fri May 29 14:53:37 PDT 2009,DanCoughlan,0,NO_QUERY,0.0730293,0.11738736
check out my personal art sitefairy tale creatures and more thnx,Sat Jun 06 22:29:11 PDT 2009,BiffyBeebe,2,NO_QUERY,0.06554427,0.12553321
says nobody is here,Thu Jun 04 09:47:04 PDT 2009,rifkyindra,0,NO_QUERY,0.07198893,0.24422705
watching bride wars,Sun May 31 17:22:07 PDT 2009,lizziiee,2,NO_QUERY,0.032907024,0.1268657
going to write a new blog,Sun May 31 03:16:40 PDT 2009,purpulish03,2,NO_QUERY,0.082746655,0.12412752
might not be showin at all,Sat Apr 18 15:03:35 PDT 2009,DMcDade7,0,NO_QUERY,0.09565411,0.5203208
yeah phone was dead,Sun Jun 07 11:46:54 PDT 2009,ericadiaz,0,NO_QUERY,0.061319176,0.1267429
hi miss lady gaga im one of your fan here in the philippines more powers and keep rocking our world,Sat Jun 06 00:59:46 PDT 2009,iamdarwin,2,NO_QUERY,0.05162289,0.18818282
cha for tea with the family,Sun May 31 16:45:54 PDT 2009,huehefnerjk,2,NO_QUERY,0.056200616,0.124039
hi ate anica,Mon May 18 07:22:09 PDT 2009,KG_05_21,2,NO_QUERY,0.054167163,0.17829439
doesnt feel better about things and whats some me time with loud music but cant have it,Thu May 14 01:05:19 PDT 2009,kirstystill,0,NO_QUERY,0.093727484,0.2556106
cant wait for the lakers game also the mtv movie awards and the hills finale xoxoxoxo,Sat May 30 21:55:43 PDT 2009,fa_jen2004,2,NO_QUERY,0.055610094,0.22150454
aww im sorry i voted for u yesterday i dropped your guitar pic u sent me it fell down my balconey i cant find it,Sat May 02 00:30:57 PDT 2009,love2live10101,0,NO_QUERY,0.055801086,0.10194273
just read ur tweet about marie digby i like her music too especially quotstupid for youquot,Tue Jun 16 07:37:14 PDT 2009,kat_ap,2,NO_QUERY,0.055902053,0.23525721
netprophet people please take a break from speaking about springleapcom and focus on the conference sheesh,Thu May 14 00:51:37 PDT 2009,EranEyal,2,NO_QUERY,0.061766125,0.19899428
about to watch hangover should be funny,Sat Jun 06 18:37:51 PDT 2009,RenatoDFelix,2,NO_QUERY,0.0796708,0.14730382
njoying vanilla coffee and being happy again,Mon Apr 20 00:32:46 PDT 2009,Lily_Heartcore,2,NO_QUERY,0.07929542,0.16818535
i love ugly betty ajajajaja the original serie was quotbetty la feaquot from colombiait was awesome gampg miley,Tue May 26 22:45:09 PDT 2009,marufumega,2,NO_QUERY,0.09470694,0.3287383
have a good luck guys that cd going to be awsome,Sun Jun 07 04:04:35 PDT 2009,McSapirFly,2,NO_QUERY,0.043070458,0.16651061
we stopped by your shop on saturday so fun amp great coffee thumbs way up from omaha,Mon May 18 07:20:10 PDT 2009,stephmontes,2,NO_QUERY,0.030582396,0.13557865
ooooooo that sounds sneaky,Sun Jun 07 13:25:30 PDT 2009,mattdavey2,2,NO_QUERY,0.07641623,0.40512735
lol silly,Sun May 03 23:17:34 PDT 2009,MDot412,2,NO_QUERY,0.06425628,0.3093875
today is a good day,Sat May 30 12:12:53 PDT 2009,erroneous,2,NO_QUERY,0.036329076,0.120649874
i am lost please help me find a good home,Tue Jun 02 13:50:13 PDT 2009,lost_dog,0,NO_QUERY,0.06377038,0.17487693
just watching labyrinth love bowie,Mon Jun 01 10:56:31 PDT 2009,KittyBoo81,2,NO_QUERY,0.05530934,0.1491316
im trying to figure out how to post music but i cant figure it out,Sun Jun 07 12:31:19 PDT 2009,whisperer87,0,NO_QUERY,0.059135403,0.114337906
loves the princess bride,Sat May 16 21:19:58 PDT 2009,Rbelfior,2,NO_QUERY,0.045547258,0.1424288
bummed that i missed the wedding with the gang down the shore,Sun May 31 19:35:18 PDT 2009,holdentheworld,0,NO_QUERY,0.077338085,0.26559123
all soree,Tue Jun 16 10:40:54 PDT 2009,zoeysummer,0,NO_QUERY,0.086907126,0.40886533
so exhausted from the long day but still up doing laundry and then i have to pack i miss him already this is gonna be a long days,Fri Jun 05 21:06:13 PDT 2009,memexoxo,0,NO_QUERY,0.09547303,0.16128507
i just joined twitter,Mon Jun 15 00:10:25 PDT 2009,jzzldzzl,2,NO_QUERY,0.03651322,0.16183054
sad that cory isnt going to the movie greg tricked me haha jk,Sun May 31 08:51:03 PDT 2009,aschneider89,0,NO_QUERY,0.08590994,0.18173102
oh my lastfm has been knocked offline,Sun May 31 15:16:43 PDT 2009,onyxtic,0,NO_QUERY,0.077873036,0.14348708
aww todays my cousins th grade graduation amp me amp broder are going to miss it,Wed Jun 17 06:45:52 PDT 2009,melissaheyy,0,NO_QUERY,0.07956658,0.21883991
had my phone stolen hope to have the number replaced asap pretty upset about it now,Fri Jun 19 10:45:41 PDT 2009,namallanka,0,NO_QUERY,0.051045973,0.14864635
i had planned to do college work today but ive done none,Sun May 03 09:15:22 PDT 2009,dannisaywhat,0,NO_QUERY,0.06138348,0.17408986
at the mooviesmall with eddie and bryannn,Mon Jun 01 17:19:51 PDT 2009,kitcathy,2,NO_QUERY,0.050893143,0.16715549
unfortunately not,Fri Jun 19 01:14:32 PDT 2009,cjbeatz,0,NO_QUERY,0.09452483,0.28223044
lolololthe age thing starts to get into your mind it happens good morning jessie have a nice coffee ull be fine,Tue Jun 16 06:18:44 PDT 2009,Ales_Alessandra,2,NO_QUERY,0.07388947,0.16745624
cant sleep knowing his baby is stuck where he is,Sun May 17 00:35:10 PDT 2009,JoshieLuke,0,NO_QUERY,0.07179582,0.15775222
ps they are some happy poems to,Sun Jun 07 00:53:38 PDT 2009,chrace21,2,NO_QUERY,0.049576342,0.263379
just printed my mom an amazon gift card for happy mothers day talk about last minute,Sun May 10 03:12:48 PDT 2009,jamesbankso,2,NO_QUERY,0.03804957,0.11849405
re doing my room daneil craig is the feature for this month followed by zac efron then the jonas bros good month,Mon Jun 01 05:28:12 PDT 2009,teagi_weegi,2,NO_QUERY,0.023324955,0.11770269
oh im so sorrymy kitty is there right now being checkedlosing lots of weight over last wks not good,Fri May 29 14:43:26 PDT 2009,dnajd,0,NO_QUERY,0.09809106,0.13598058
you should also come to and check out some wizard rock,Sat May 30 17:18:18 PDT 2009,Starlysh,2,NO_QUERY,0.0722928,0.1158542
church expecting great things wow god is good then disneyland with my mom its her birthday today,Sun Apr 19 08:55:08 PDT 2009,LaurenMagnani,2,NO_QUERY,0.035871517,0.11867474
is going out to buy pad thai ingredients,Mon Jun 01 18:46:28 PDT 2009,urieldavid,2,NO_QUERY,0.08580505,0.12878855
uhoh indeed well enjoy,Fri Jun 05 19:58:59 PDT 2009,TizBanana,2,NO_QUERY,0.055986807,0.15768167
blahhh its so crappy outside,Tue Jun 16 13:58:18 PDT 2009,melissax5,0,NO_QUERY,0.06959565,0.20026813
a sobering thoughtlets turn the trend around,Sun Apr 19 10:05:24 PDT 2009,jamesjdd,2,NO_QUERY,0.07261631,0.34089494
ha take it up with he won he even found the page on the site with the list someone should tell that site,Tue Jun 16 04:37:59 PDT 2009,anthonyshort,2,NO_QUERY,0.0911879,0.21706277
on youtube trying to find some good videos to see,Thu May 28 21:04:17 PDT 2009,andrearngl,2,NO_QUERY,0.042883627,0.10961133
manchester the city of dreams,Wed Jun 03 07:15:27 PDT 2009,towen5,2,NO_QUERY,0.06970202,0.391047
mmmmm big ears unite,Fri May 22 05:00:25 PDT 2009,vancakes,2,NO_QUERY,0.04884269,0.24774146
you have short hair now i love short hair,Sun Jun 07 08:20:38 PDT 2009,karriflatla,2,NO_QUERY,0.05575348,0.17095728
here it is raining,Thu May 28 20:47:37 PDT 2009,gullevek,0,NO_QUERY,0.098632716,0.18223318
i really dont want to go to the gym today,Fri Jun 19 04:41:47 PDT 2009,Margotdarling,0,NO_QUERY,0.05037547,0.13521983
now im going to cook something to my family i really love cooking and baking they calm me down and after cooking or baking im happy,Sat Jun 06 04:59:07 PDT 2009,demieduerre,2,NO_QUERY,0.03722043,0.18339656
yep its free xboxe,Mon Jun 01 11:08:44 PDT 2009,gabry89,2,NO_QUERY,0.054681942,0.16331698
